volume,volume_weighted_average_price,open,close,high,low,timestamp,number_of_transactions
7.3807542e7,391.9155,390.03,392.59,394.07,389.97,2021-03-22T04:00:00.0,380057
9.0822581e7,391.2144,391.91,389.5,393.46,388.66,2021-03-23T04:00:00.0,521211
9.7941109e7,390.114,391.0,387.52,392.75,387.47,2021-03-24T04:00:00.0,590737
1.16251957e8,387.4372,385.98,389.7,390.55,383.9,2021-03-25T04:00:00.0,730184
1.14564012e8,392.5261,390.93,395.98,396.41,390.29,2021-03-26T04:00:00.0,586090
1.08206334e8,395.1982,394.4,395.78,396.75,392.81,2021-03-29T04:00:00.0,609253
7.6525361e7,394.4529,394.42,394.73,395.45,393.02,2021-03-30T04:00:00.0,435225
1.12809529e8,396.3384,395.34,396.33,398.0,395.31,2021-03-31T04:00:00.0,481274
9.9895578e7,398.279,398.4,400.61,400.67,398.18,2021-04-01T04:00:00.0,389134
9.182566e7,404.9325,403.46,406.36,406.94,403.38,2021-04-05T04:00:00.0,448794
6.2239948e7,406.378,405.76,406.12,407.24,405.4,2021-04-06T04:00:00.0,332056
5.5675548e7,406.3138,405.94,406.59,406.96,405.45,2021-04-07T04:00:00.0,309291
5.7794487e7,407.7764,407.93,408.52,408.58,406.93,2021-04-08T04:00:00.0,301050
6.1267803e7,409.8054,408.39,411.49,411.67,408.26,2021-04-09T04:00:00.0,332849
5.6907047e7,411.186,410.85,411.64,411.93,410.2,2021-04-12T04:00:00.0,329958
5.6770624e7,412.2494,411.53,412.86,413.529,411.12,2021-04-13T04:00:00.0,328522
6.1758661e7,412.362,412.83,411.45,413.96,410.87,2021-04-14T04:00:00.0,414582
6.0298783e7,414.7335,413.74,415.87,416.16,413.69,2021-04-15T04:00:00.0,381447
8.2295202e7,416.9368,417.25,417.26,417.91,415.73,2021-04-16T04:00:00.0,380965
7.8626254e7,415.3593,416.26,415.21,416.74,413.79,2021-04-19T04:00:00.0,455138
8.1981133e7,412.6764,413.91,412.17,415.0859,410.59,2021-04-20T04:00:00.0,482875
6.6940318e7,414.5684,411.51,416.07,416.29,411.36,2021-04-21T04:00:00.0,360284
9.7638164e7,413.9405,415.89,412.27,416.78,411.13,2021-04-22T04:00:00.0,590015
7.3337139e7,415.659,412.87,416.74,418.25,412.79,2021-04-23T04:00:00.0,363055
5.22149e7,417.5082,417.44,417.61,418.22,416.97,2021-04-26T04:00:00.0,297404
5.1484802e7,417.4828,417.93,417.52,418.14,416.3,2021-04-27T04:00:00.0,301338
5.1148801e7,417.7436,417.81,417.4,419.01,416.9,2021-04-28T04:00:00.0,332653
7.87794e7,418.8354,420.32,420.06,420.72,416.44,2021-04-29T04:00:00.0,452193
8.5741191e7,417.6486,417.63,417.3,418.54,416.34,2021-04-30T04:00:00.0,483015
